0, 1.3064239, 1.3250332968235017, 0.0
50, 1.2352827, 1.3250332968235017, 0.0
100, 1.1735692, 1.3250332968235017, 0.0
150, 1.0464561, 1.3250332968235017, 0.0
200, 1.257402, 1.3250332968235017, 0.0
250, 0.9375299, 1.3250332968235017, 0.0
300, 0.9684292, 1.3250332968235017, 0.0
350, 1.160315, 1.3250332968235017, 0.0
400, 1.1656666, 1.3250332968235017, 0.0
450, 1.3472034, 1.3250332968235017, 0.0
500, 0.9917269, 1.1919086158275605, 0.0
550, 1.1289914, 1.1919086158275605, 0.0
600, 1.1564127, 1.1919086158275605, 0.0
650, 1.1704307, 1.1919086158275605, 0.0
700, 1.3355786, 1.1919086158275605, 0.0
750, 1.382652, 1.1919086158275605, 0.0
800, 1.2916139, 1.1919086158275605, 0.0
850, 1.2472711, 1.1919086158275605, 0.0
900, 1.2975053, 1.1919086158275605, 0.0
950, 1.5103159, 1.1919086158275605, 0.0
1000, 1.3041177, 1.178677359342575, 0.0
1050, 1.0012149, 1.178677359342575, 0.0
1100, 1.2863424, 1.178677359342575, 0.0
1150, 1.1533712, 1.178677359342575, 0.0
1200, 1.3111304, 1.178677359342575, 0.0
1250, 1.2661397, 1.178677359342575, 0.0
1300, 1.236712, 1.178677359342575, 0.0
1350, 1.290685, 1.178677359342575, 0.0
1400, 1.169914, 1.178677359342575, 0.0
1450, 1.184818, 1.178677359342575, 0.0
